objid,specobjid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,plate,mjd,fiberid,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,class,u_g,g_r,r_i,i_z
1.24e+18,4.94e+17,123.0919347,44.23982676,19.51161,18.0722,17.33329,16.9335,16.65029,1345.0,301.0,2.0,100.0,439.0,51877.0,20.0,5.304876,6.245029,5.830722,5.966365,5.037876,13.85073,59.17432,160.9226,111.2124,173.4177,2.669384,2.945715,2.72826,2.731192,2.214173,21.12565,19.13797,19.94697,18.72405,18.51637,0.4502805,0.4399839,0.459177,0.4638197,0.4691689,0.1282661,GALAXY,1.4394100000000023,0.7389099999999971,0.399790000000003,0.2832100000000004
1.24e+18,6.08e+17,227.9411323,1.291160687,18.64765,17.44869,16.67233,16.28125,15.94077,1458.0,301.0,2.0,689.0,540.0,51996.0,104.0,27.9163,8.01364,7.11468,8.401525,7.239297,34.87003,72.70582,152.0363,138.8812,232.9256,5.226568,3.940851,2.737302,3.631153,3.153143,21.14251,19.45665,20.09633,19.1109,18.62936,0.8773559,0.8605087,0.8179618,0.7303035,0.7212327,0.1370106,GALAXY,1.1989599999999996,0.7763600000000004,0.39107999999999876,0.34047999999999945
1.24e+18,3.36e+17,203.1630457,1.167535097,19.19917,17.22923,16.2924,15.83264,15.46732,1404.0,301.0,6.0,28.0,298.0,51955.0,442.0,5.595413,5.162704,4.726986,4.912075,4.391607,19.31599,117.0467,407.086,268.7932,545.827,2.176548,2.230918,2.102273,2.09301,1.970316,20.54894,17.67189,18.61946,17.13355,16.67432,0.6025444,0.564539,0.5793239,0.5726575,0.6297573,0.0795812,GALAXY,1.9699399999999976,0.9368300000000005,0.45976000000000106,0.36531999999999876
1.24e+18,5.53e+17,170.1225809,66.40877247,18.72321,16.95733,16.13568,15.67557,15.33167,1350.0,301.0,3.0,330.0,491.0,51942.0,222.0,7.233253,5.555298,4.875362,5.354165,4.296916,29.88758,140.8427,443.1759,296.1699,558.6824,2.707228,2.444855,2.261156,2.383241,2.07561,20.30021,17.63502,18.50966,17.30979,16.85681,0.3499892,0.384687,0.4156277,0.4330836,0.4782515,0.0542273,GALAXY,1.7658800000000028,0.8216499999999982,0.46011000000000024,0.34389999999999965
1.24e+18,5.29e+17,136.2109567,0.743388158,18.37439,17.37589,17.01109,16.82147,16.70247,756.0,301.0,5.0,136.0,470.0,51929.0,498.0,3.558137,4.108556,4.857948,4.712741,4.851914,29.00224,84.22672,154.6918,127.3772,164.8397,1.593252,1.892352,2.140131,2.101613,2.043776,19.79361,18.68569,18.95384,18.60102,18.3372,0.4918228,0.6824933,0.7287576,0.7833387,0.8433022,0.01268879,GALAXY,0.9984999999999999,0.3647999999999989,0.1896199999999979,0.11899999999999977
1.24e+18,3.87e+17,241.0818233,-0.637728478,17.4136,16.28186,16.0428,15.7877,15.05357,752.0,301.0,2.0,651.0,344.0,51693.0,142.0,12.47095,13.98715,13.6285,14.1718,12.18787,59.84496,221.4176,326.9336,280.6389,492.5719,4.520175,6.064719,5.860416,6.370353,4.354569,20.26805,19.1126,19.40045,18.82536,18.01574,0.479416,0.6325091,0.5772973,0.5652281,0.577854,0.06101273,GALAXY,1.131739999999997,0.23906000000000205,0.25510000000000055,0.7341299999999986
1.24e+18,3.52e+17,232.1022296,-0.699501582,19.38541,18.34562,17.81782,17.41712,17.20317,752.0,301.0,2.0,591.0,313.0,51673.0,16.0,3.795829,3.701365,3.550764,3.691777,3.543239,18.91838,47.15873,105.1665,75.78217,127.1988,1.861873,1.780823,1.620178,1.722107,1.64771,20.55178,19.21953,19.68867,18.81555,18.60561,0.7155222,0.6176398,0.6109062,0.6039085,0.6359474,0.07698998,GALAXY,1.03979,0.5277999999999992,0.4007000000000005,0.21395000000000053
1.24e+18,6e+17,213.205348,1.489233902,17.51731,16.49772,16.13034,15.93718,15.7569,1462.0,301.0,2.0,586.0,533.0,51994.0,256.0,4.399909,5.584374,6.410537,6.064882,6.854932,90.36993,263.8216,474.3761,385.6857,556.8792,2.214264,2.620332,2.877836,2.744961,2.872432,18.83586,18.15994,18.14587,18.12857,17.63429,0.5391181,0.5394941,0.5409445,0.5369988,0.5590925,0.01779332,GALAXY,1.0195899999999973,0.3673800000000007,0.19316000000000066,0.18027999999999977
1.24e+18,5.12e+17,40.08959563,-9.186802866,19.06396,17.07766,16.08936,15.65355,15.29998,1869.0,301.0,1.0,98.0,455.0,51909.0,8.0,2.96961,8.078543,7.522736,7.732736,7.258128,28.85911,141.1187,521.7817,356.1201,708.6073,4.899783,3.368702,3.104664,3.159102,3.025434,20.41154,17.62336,18.43339,17.1203,16.74419,0.8692915,0.9834663,0.9409797,0.9311396,0.9317628,0.1082861,GALAXY,1.9863,0.9883000000000024,0.43581000000000003,0.3535699999999995
1.24e+18,3.4e+17,211.5541401,0.459748467,18.7112,17.45815,16.83923,16.4375,16.21397,752.0,301.0,5.0,454.0,302.0,51688.0,429.0,5.756951,5.5608,5.320476,5.337876,5.101826,35.75029,106.0617,260.5741,182.2962,309.5143,2.725844,2.570468,2.422523,2.42506,2.293503,20.48849,18.6934,19.19886,18.13581,17.95078,0.6134121,0.5694903,0.5754458,0.5956275,0.6169058,0.07684872,GALAXY,1.2530500000000018,0.6189199999999992,0.4017300000000006,0.22353000000000023
1.24e+18,3.01e+17,148.3657192,-1.02325506,19.44679,18.72367,18.28035,17.87162,17.73287,756.0,301.0,1.0,217.0,267.0,51608.0,92.0,1.568891,1.837448,1.788643,1.826205,1.701889,14.58291,30.70185,68.74366,47.92024,76.76489,0.8731893,0.8942022,0.8970169,0.8868166,0.8587461,19.62491,18.60349,19.00151,18.18942,18.02956,0.8470119,0.9380713,0.9987633,0.966979,0.9304687,0.1467323,GALAXY,0.7231200000000015,0.44331999999999994,0.4087299999999985,0.1387500000000017
1.24e+18,3.05e+17,154.0668782,-0.49584483,19.25523,18.06884,17.4809,17.08892,16.88343,756.0,301.0,2.0,255.0,271.0,51883.0,263.0,3.346881,3.138517,3.061358,3.121778,2.863227,19.85415,59.84945,142.8568,102.1048,168.4737,1.661053,1.646468,1.551975,1.58865,1.512594,20.31563,18.83884,19.2996,18.42808,18.18097,0.9350464,0.9000211,0.8780955,0.8702972,0.8204284,0.107872,GALAXY,1.1863899999999994,0.5879400000000032,0.39197999999999666,0.20549000000000106
1.24e+18,3.67e+17,172.1162751,-1.325107531,18.59985,16.77926,15.97984,15.59478,15.28848,1140.0,301.0,6.0,128.0,326.0,52375.0,524.0,4.542709,5.081114,4.907221,5.214964,4.527799,34.86473,175.3813,515.4481,362.9742,661.3168,2.332555,2.250728,2.181825,2.272191,2.117453,20.05777,17.32846,18.27891,16.96773,16.62182,0.8851984,0.977774,0.9609528,0.9401264,0.9756547,0.04009994,GALAXY,1.8205899999999993,0.7994200000000014,0.3850599999999993,0.30630000000000024
1.24e+18,7.18e+17,318.1954294,-5.677484427,19.24027,17.3258,16.43011,15.96326,15.61654,1659.0,301.0,6.0,86.0,638.0,52081.0,566.0,9.462317,10.19787,9.609986,9.804875,9.266443,17.13827,132.4711,416.025,275.7582,553.2043,3.607718,4.837398,4.284518,4.36631,4.182073,21.74086,18.89318,19.83048,18.32296,17.85159,0.7308918,0.7034391,0.7105945,0.7108122,0.7091904,0.09003006,GALAXY,1.914469999999998,0.8956900000000019,0.4668499999999991,0.3467199999999995
1.24e+18,4.7e+17,8.048427612,15.25550311,19.36453,17.86939,17.01099,16.50121,16.12629,1904.0,301.0,4.0,202.0,417.0,51821.0,516.0,27.92337,5.611876,4.628939,4.751865,4.399826,19.65095,60.81411,190.3618,121.6887,259.0367,3.160465,2.439436,2.025862,2.085346,1.975807,21.25585,18.75455,19.62971,18.25933,17.80603,0.2622599,0.2489129,0.2999449,0.2887396,0.3071041,0.104325,GALAXY,1.4951399999999992,0.8583999999999996,0.5097799999999992,0.3749199999999995
1.24e+18,3.73e+17,180.5961543,-3.306325864,17.78331,15.88438,14.9742,14.54181,14.22011,1231.0,301.0,2.0,76.0,331.0,52368.0,95.0,9.452847,8.648563,8.89214,8.592073,8.131843,73.68214,385.2796,1313.32,884.5578,1702.615,4.363465,3.838293,3.843829,3.79666,3.628117,19.5194,16.82935,17.68408,16.41845,16.11204,0.8545765,0.9952596,0.954264,0.9939507,0.9350345,0.06777812,GALAXY,1.89893,0.9101800000000004,0.43238999999999983,0.3216999999999999
1.24e+18,3.29e+17,193.684502,-1.001256171,19.26317,17.18443,16.25974,15.8285,15.50708,756.0,301.0,1.0,520.0,292.0,51609.0,5.0,8.478503,6.646701,6.46567,6.656051,6.616157,18.19181,124.9732,438.9504,294.632,591.9822,2.646954,2.813847,2.671143,2.691824,2.779456,20.53711,17.67912,18.48692,17.28199,16.82216,0.7653219,0.9141391,0.9324509,0.9205967,0.9971206,0.08014102,GALAXY,2.07874,0.9246899999999982,0.43124000000000073,0.3214199999999998
1.24e+18,3.73e+17,181.4486969,-2.998743729,17.58556,15.78244,14.95269,14.51959,14.17195,1140.0,301.0,2.0,191.0,331.0,52368.0,29.0,9.681061,10.1078,9.948553,10.19069,9.520177,72.71652,385.7953,1208.619,818.7751,1558.004,4.487407,4.539693,4.433513,4.475107,4.164577,19.97334,17.53819,18.27979,17.16767,16.79165,0.4906447,0.5313804,0.5231009,0.5228738,0.5675957,0.05262596,GALAXY,1.8031200000000016,0.8297499999999989,0.4330999999999996,0.34764000000000017
1.24e+18,4.8e+17,25.3658324,13.0768175,18.94858,17.64757,16.89481,16.47792,16.18585,1904.0,301.0,1.0,315.0,426.0,51882.0,45.0,15.00479,2.589951,2.58546,2.429152,2.64038,24.34546,85.044,244.5703,170.1396,326.188,1.197146,1.174342,1.141638,1.092329,1.108727,19.40707,17.60187,18.24354,17.1202,16.89232,0.9449536,0.8796458,0.9311509,0.9746524,0.9994906,0.0624327,GALAXY,1.301009999999998,0.7527600000000021,0.41688999999999865,0.2920700000000025
1.24e+18,3.95e+17,255.291916,61.01347686,19.59142,18.38321,17.63831,17.23992,16.98355,1336.0,301.0,2.0,36.0,351.0,51695.0,225.0,4.566223,4.401164,4.259229,4.303502,4.389428,15.60908,44.89705,118.7766,82.72738,155.6974,2.286955,2.211239,2.062845,2.102905,2.129202,21.08171,19.00879,20.06627,18.73879,18.51778,0.6559855,0.6180981,0.6701741,0.6850971,0.5819114,0.1497233,GALAXY,1.2082100000000011,0.7448999999999977,0.39838999999999913,0.25637000000000043
1.24e+18,5.73e+17,167.4515077,3.402281753,16.74196,15.38314,14.68944,14.3236,14.03321,1462.0,301.0,6.0,281.0,509.0,52374.0,526.0,13.12812,12.56366,11.92916,12.03562,11.39618,224.9507,730.004,1885.075,1326.064,2323.138,6.353378,5.820974,5.583171,5.624318,5.276186,19.43094,17.23364,18.09807,16.84974,16.54055,0.4374047,0.4459586,0.4579681,0.4470955,0.4449188,0.04049055,GALAXY,1.3588199999999997,0.6936999999999998,0.3658399999999986,0.29039000000000037
1.24e+18,4.99e+17,126.4338088,48.14201247,18.89821,17.75478,17.27762,16.94924,16.74352,1345.0,301.0,3.0,130.0,443.0,51873.0,233.0,4.83341,4.415962,4.239416,4.283571,4.228783,29.35664,82.65845,164.5611,124.9878,206.6703,2.147649,2.181078,2.045149,2.105544,2.117425,20.33256,18.71563,19.21781,18.45659,18.20765,0.8083648,0.7649263,0.753168,0.776599,0.7367016,0.07194427,GALAXY,1.1434299999999986,0.47716000000000136,0.32837999999999923,0.20571999999999946
1.24e+18,8.46e+17,2.261087411,14.01552272,18.42673,17.16924,16.61501,16.3478,16.16368,1739.0,301.0,1.0,317.0,751.0,52251.0,52.0,9.650988,9.757261,10.24032,10.29747,9.42931,42.737,126.4197,274.0957,210.8434,283.378,4.781986,4.704417,4.902225,4.739365,4.231741,21.56413,20.02398,20.34566,19.83098,19.34904,0.5471418,0.6528779,0.6420712,0.6453063,0.6417228,0.02780029,GALAXY,1.2574900000000007,0.5542299999999969,0.26721000000000217,0.18412000000000006
1.24e+18,3.01e+17,148.5404836,0.768493983,19.42435,18.12721,17.55593,17.15972,16.96816,756.0,301.0,5.0,218.0,267.0,51608.0,615.0,6.171998,8.208348,7.390464,7.242337,8.094819,20.6371,67.21593,142.9811,103.6815,173.6562,3.373569,3.618137,3.119223,3.256318,3.163141,21.60617,19.55336,20.21141,19.12351,18.90515,0.9467503,0.8841791,0.8879776,0.8868294,0.8014635,0.09006838,GALAXY,1.2971399999999988,0.5712800000000016,0.39620999999999995,0.19155999999999906
1.24e+18,3.39e+17,209.1935224,0.038656835,18.12414,16.42994,15.59719,15.21012,14.89716,752.0,301.0,4.0,438.0,301.0,51942.0,475.0,14.15589,14.27233,13.50441,15.30731,13.5576,37.82315,178.3617,505.5361,349.7121,637.5007,6.30421,6.696902,6.046996,6.120848,5.857237,21.67632,19.15933,19.96819,18.78649,18.40826,0.6718178,0.8053257,0.8466114,0.8406188,0.8459373,0.07965787,GALAXY,1.6942000000000021,0.832749999999999,0.3870699999999996,0.31296000000000035
1.24e+18,4.73e+17,13.02251598,14.11797772,19.27679,17.1565,16.14938,15.6773,15.30276,1035.0,301.0,2.0,50.0,420.0,51871.0,214.0,7.684593,5.514039,4.700363,4.727027,4.440589,20.12671,128.4202,468.7919,305.363,652.3922,2.623261,2.28984,2.009328,2.042453,2.0076,20.56579,17.64859,18.56757,17.21722,16.73291,0.637016,0.6175481,0.6353523,0.6569801,0.669042,0.08473672,GALAXY,2.120289999999997,1.0071200000000005,0.47208000000000006,0.3745400000000014
1.24e+18,3.15e+17,170.3178369,0.704843082,18.86821,17.81445,17.47479,17.26028,17.14905,756.0,301.0,5.0,364.0,280.0,51612.0,427.0,5.070911,4.125546,4.45351,4.560999,4.895171,21.75713,56.88583,100.1759,79.10294,119.2006,1.96393,1.919154,2.070048,2.045632,2.233977,20.3891,19.10306,19.46932,19.00552,18.93266,0.4160869,0.4787131,0.4878251,0.492118,0.4359273,0.07342023,GALAXY,1.0537600000000005,0.33966000000000207,0.2145099999999971,0.1112300000000026
1.24e+18,6.97e+17,237.2815177,54.61487935,19.59146,18.31637,17.61145,17.2254,16.89263,1412.0,301.0,1.0,351.0,619.0,52056.0,293.0,7.187807,7.076075,5.777958,6.331328,6.614293,17.82631,49.26432,115.0789,88.13686,179.9065,3.543387,3.27953,2.643895,2.90045,3.074875,21.57045,19.65091,20.29651,19.1946,19.00711,0.3459347,0.296278,0.2914594,0.3054726,0.3399075,0.1015107,GALAXY,1.2750900000000023,0.7049199999999978,0.3860500000000009,0.33277
1.24e+18,4.7e+17,7.870051903,15.2686428,19.56382,18.03585,17.22136,16.77155,16.46436,1904.0,301.0,4.0,201.0,417.0,51821.0,484.0,27.92216,6.816718,6.536661,6.761778,6.106759,22.29785,60.51155,180.2733,120.4681,212.6457,5.144592,3.39741,3.136174,3.196554,2.831537,22.16644,19.63425,20.48213,19.26566,18.83034,0.3499182,0.3735029,0.3686476,0.3763116,0.3555144,0.08960444,GALAXY,1.5279699999999998,0.8144899999999993,0.4498099999999994,0.3071900000000021
1.24e+18,3.09e+17,160.1436883,0.817416633,17.68877,15.87753,14.97462,14.50853,14.19058,756.0,301.0,5.0,296.0,274.0,51913.0,473.0,13.3643,11.94561,11.01018,11.25303,10.43735,112.5303,484.7593,1615.353,1064.559,2124.376,6.421553,5.417809,4.874935,5.003791,4.619516,20.60033,17.62799,18.51688,17.12904,16.69947,0.5056581,0.5681107,0.5779729,0.6091481,0.6080632,0.06582478,GALAXY,1.8112400000000015,0.9029100000000003,0.46608999999999945,0.31794999999999973
1.24e+18,5.62e+17,215.9561998,63.15283141,18.9723,17.43221,16.56471,16.1633,15.87562,1412.0,301.0,1.0,259.0,499.0,51988.0,213.0,7.179413,6.542797,5.563013,6.002796,5.166765,31.98064,106.8208,296.6186,217.8529,353.3553,3.509924,2.879001,2.258952,2.483726,1.94189,20.49911,18.01085,19.00019,17.61128,17.39418,0.9998312,0.7842115,0.8136672,0.729115,0.7260004,0.1440078,GALAXY,1.5400899999999993,0.8674999999999997,0.40141000000000204,0.28767999999999994
1.24e+18,3.85e+17,236.7971919,0.406890477,17.63884,16.19951,15.5351,15.08771,14.89702,756.0,301.0,4.0,808.0,342.0,51691.0,493.0,12.39908,12.36858,14.17284,13.28879,12.78781,83.66572,315.4425,964.4725,589.073,973.4583,6.582732,6.728398,7.27821,6.773672,6.406758,20.70646,18.71094,19.33716,18.37888,18.0849,0.8522447,0.9320757,0.9273474,0.8592371,0.8730993,0.03263894,GALAXY,1.4393299999999982,0.6644100000000002,0.4473900000000004,0.19069000000000003
1.24e+18,5.7e+17,160.1904785,3.141267909,18.7459,17.53452,16.90314,16.48324,16.22345,1462.0,301.0,6.0,233.0,506.0,52022.0,365.0,9.130171,4.518037,4.246456,4.315555,4.343395,35.24123,101.032,253.7423,173.1324,323.9419,2.341725,2.212621,2.055202,2.073376,1.997982,20.14588,18.22928,19.00123,17.79819,17.60349,0.5211588,0.6644771,0.6852066,0.6879992,0.6784133,0.09776928,GALAXY,1.2113799999999983,0.63138,0.41990000000000194,0.25978999999999886
1.24e+18,5.59e+17,199.6094964,67.10955473,19.42145,17.71329,17.03578,16.70236,16.43268,1412.0,301.0,4.0,207.0,496.0,51988.0,422.0,3.12028,3.314911,3.501383,3.476238,3.161207,16.3026,75.63213,196.0634,142.6638,234.561,1.524135,1.455923,1.506586,1.532631,1.417135,20.26833,17.924,18.60861,17.62821,17.41231,0.5523823,0.5723696,0.5861408,0.5793273,0.5290568,0.08167672,GALAXY,1.7081599999999995,0.6775100000000016,0.33342000000000027,0.2696799999999975
1.24e+18,7.51e+17,33.66245952,-10.00995272,19.17505,17.20486,16.25512,15.83433,15.51473,1729.0,301.0,1.0,304.0,667.0,52163.0,1.0,9.170248,5.763102,5.800069,6.101587,5.414079,24.40763,124.7365,433.5328,296.4476,565.0472,3.21103,2.612069,2.5781,2.604743,2.455483,20.47596,17.6779,18.61535,17.30918,16.93969,0.726966,0.7238999,0.7281939,0.6863128,0.6782151,0.09432328,GALAXY,1.9701899999999988,0.9497399999999985,0.420790000000002,0.31959999999999944
1.24e+18,3.74e+17,183.8223704,-2.700680388,18.12706,16.81069,16.16701,15.74903,15.5111,1140.0,301.0,3.0,206.0,332.0,52367.0,27.0,5.060647,6.131236,5.016331,5.842235,5.684192,49.24537,155.0844,374.5923,267.3399,455.9195,2.833991,2.778752,2.543655,2.68011,2.517162,20.20798,18.12717,18.83869,17.70348,17.47871,0.5930435,0.593837,0.6128141,0.5956814,0.5895749,0.07555418,GALAXY,1.3163699999999992,0.6436799999999998,0.4179800000000018,0.23792999999999864
1.24e+18,3.32e+17,198.947114,-0.462296434,16.99586,15.33315,14.57367,14.19639,13.95269,1334.0,301.0,2.0,15.0,295.0,51985.0,112.0,26.26556,20.07476,18.37695,19.60359,16.15637,168.1291,572.1037,1398.521,1075.724,1352.334,12.66525,10.02169,9.010903,9.580175,7.46569,20.71986,18.2068,18.93172,17.75077,17.42539,0.8344272,0.9304267,0.9127995,0.8175501,0.6292377,0.04726082,GALAXY,1.6627100000000006,0.7594799999999999,0.3772800000000007,0.2436999999999987
1.24e+18,3.27e+17,189.590457,1.202089497,18.6433,17.71443,17.3437,17.18911,17.03892,756.0,301.0,6.0,493.0,290.0,51941.0,562.0,5.256439,5.330356,6.156869,6.097992,5.804109,29.16654,79.05663,138.3714,118.1388,146.9144,2.252913,2.554654,2.912968,2.867134,2.695203,20.26541,19.07791,19.51206,19.01292,18.86841,0.8289452,0.8866912,0.8827649,0.9007356,0.866759,0.004151508,GALAXY,0.9288699999999999,0.3707300000000018,0.1545899999999989,0.1501899999999985
1.24e+18,8.13e+17,338.8158595,-9.892970975,19.20014,17.01155,16.02501,15.5531,15.18528,1659.0,301.0,1.0,225.0,722.0,52224.0,285.0,2.970001,8.172281,7.079419,7.336283,7.05785,26.34573,148.907,550.7741,361.5872,773.0612,4.518673,3.132193,2.928141,3.045486,2.957691,20.69701,17.61587,18.59817,17.19543,16.81718,0.3843743,0.7111456,0.6934099,0.6832306,0.6322182,0.06273825,GALAXY,2.1885900000000014,0.986539999999998,0.47191000000000116,0.36782000000000004
1.24e+18,3.33e+18,233.1530963,2.451945297,19.30552,18.07979,17.36353,16.98679,16.76245,1458.0,301.0,5.0,723.0,2954.0,54561.0,538.0,6.13773,5.83635,5.436742,5.548545,5.536463,19.41768,60.55574,147.2795,111.4356,184.858,2.836637,2.92941,2.602371,2.735442,2.665251,21.28667,19.38877,20.15066,18.92646,18.68702,0.4850058,0.5628435,0.5621051,0.5568652,0.6208071,0.1306854,GALAXY,1.2257300000000022,0.7162599999999983,0.37674000000000163,0.22433999999999799
1.24e+18,8.45e+17,0.069846793,15.69449718,18.51401,17.3457,16.68715,16.26214,16.02189,1739.0,301.0,5.0,303.0,750.0,52235.0,538.0,4.563097,5.441897,4.8415,5.287313,4.292608,34.70552,102.5772,261.0425,186.833,321.7035,2.167511,2.28765,2.073774,2.227793,2.035245,20.30999,18.39164,19.08579,18.00954,17.70887,0.7932414,0.9176133,0.8894626,0.8850979,0.9304312,0.111791,GALAXY,1.1683099999999982,0.6585500000000017,0.42501000000000033,0.24024999999999963
1.24e+18,5.81e+17,180.2210938,3.592331752,19.20205,17.98223,17.29463,16.91273,16.67117,1458.0,301.0,6.0,370.0,516.0,52017.0,441.0,7.416159,5.753524,4.841752,4.979047,4.246742,31.75109,75.29486,179.6886,130.7849,203.547,3.299438,2.589567,2.261989,2.33533,2.038554,20.60698,18.66346,19.4299,18.23911,18.01128,0.6496978,0.7543724,0.7043638,0.7436032,0.6898813,0.1361814,GALAXY,1.2198199999999986,0.6875999999999998,0.3819000000000017,0.24155999999999977
1.24e+18,6.83e+17,216.6244709,60.71994623,19.12421,17.76509,16.97196,16.53317,16.25354,1345.0,301.0,2.0,461.0,607.0,52368.0,253.0,5.966979,5.135718,4.795504,4.982432,4.264312,22.66255,70.01797,192.8862,130.8231,231.3639,2.88241,2.577497,2.209105,2.292115,1.979725,20.70089,18.46514,19.42748,18.09101,17.8166,0.5475695,0.600827,0.5798878,0.5757645,0.6822456,0.1105499,GALAXY,1.3591200000000008,0.7931300000000014,0.4387900000000009,0.2796299999999974
1.24e+18,4.83e+17,25.61236007,13.97705386,15.02559,13.90193,13.60461,13.44153,13.54863,1904.0,301.0,3.0,316.0,429.0,51820.0,352.0,26.53106,37.48342,34.13251,32.02429,24.33785,849.5393,2974.675,4394.588,3750.158,3263.293,12.85663,16.46065,15.56381,15.51507,11.28956,19.38116,18.73954,19.00877,18.91643,18.85189,0.5024751,0.4499487,0.4499948,0.3999808,0.3999514,0.002589029,GALAXY,1.1236599999999992,0.2973200000000009,0.163079999999999,-0.10709999999999908
1.24e+18,4.92e+17,119.9140992,41.84001229,18.84224,16.71589,15.61713,15.14833,14.79854,1345.0,301.0,3.0,78.0,437.0,51876.0,207.0,2.969221,13.34495,13.65132,13.38007,10.7983,27.25925,154.3596,673.0853,428.644,786.3738,8.016459,5.544342,5.660166,5.590807,4.580837,21.47756,18.34445,19.37536,18.08341,17.53167,0.7890167,0.5814031,0.5801924,0.5700868,0.5595596,0.1332209,GALAXY,2.1263499999999986,1.0987600000000022,0.4687999999999999,0.3497900000000005
1.24e+18,4.13e+17,258.1365737,55.96967533,18.78305,17.64995,17.05075,16.6127,16.39811,1336.0,301.0,1.0,71.0,367.0,51997.0,358.0,3.166063,3.373386,3.479865,3.545229,3.18444,28.16009,85.62428,222.1187,153.0699,267.5365,1.4921,1.63803,1.673364,1.723561,1.60853,19.55893,18.03758,18.59581,17.58252,17.54304,0.5580887,0.5324862,0.5198439,0.524379,0.496913,0.08552528,GALAXY,1.1330999999999989,0.5991999999999997,0.4380500000000005,0.21459000000000117
1.24e+18,4.83e+17,26.6344173,13.92506421,18.84011,17.68222,17.19412,16.9366,16.76637,1904.0,301.0,3.0,323.0,429.0,51820.0,473.0,13.47765,11.31316,11.03615,10.93119,9.05445,33.66613,81.4613,161.2937,133.5492,120.1625,6.307091,5.063973,4.921174,5.165461,3.253096,21.6088,20.31075,20.53463,20.07318,19.67133,0.5127345,0.587648,0.6283178,0.6496145,0.6590713,0.04349235,GALAXY,1.1578899999999983,0.4880999999999993,0.2575200000000031,0.1702300000000001
1.24e+18,6.22e+17,135.7755223,52.34193159,19.55937,18.79067,18.40937,18.06376,18.06146,1895.0,301.0,5.0,203.0,552.0,51992.0,507.0,3.73452,3.73499,3.66799,3.913836,3.69182,16.15301,32.12175,60.07931,47.46486,51.88248,1.773296,1.786812,1.636022,1.790752,1.47194,20.33996,19.46232,19.61562,19.12214,19.10315,0.7586414,0.5589546,0.6083832,0.5876043,0.5829669,0.09824263,GALAXY,0.7687000000000026,0.38129999999999953,0.34561000000000064,0.0022999999999981924
1.24e+18,5.44e+17,135.4867615,56.99329458,18.91222,17.87215,17.23005,16.80183,16.58644,1350.0,301.0,3.0,206.0,483.0,51924.0,145.0,10.66309,4.260321,4.714472,4.494841,4.85683,19.97764,61.19626,173.6421,118.0371,216.5089,1.367369,1.807999,2.045882,2.060222,2.064931,19.7398,18.28543,18.83508,17.88631,17.73444,0.5330582,0.5579944,0.5325454,0.5331991,0.5433447,0.1006402,GALAXY,1.04007,0.6421000000000028,0.4282199999999996,0.2153899999999993
1.24e+18,3.53e+17,231.6866515,0.788366385,19.2732,18.06236,17.48243,17.14156,16.95679,1458.0,301.0,1.0,714.0,313.0,51673.0,620.0,27.92319,8.931912,8.403363,9.351344,7.036248,33.91817,61.00754,124.2717,102.4611,97.17813,5.998603,4.128407,3.558041,4.056579,2.315187,21.73752,20.11383,20.54101,19.75517,19.33084,0.8326566,0.8752247,0.9047312,0.9176835,0.9431483,0.1051971,GALAXY,1.2108399999999975,0.579930000000001,0.34087000000000245,0.18476999999999677
1.24e+18,4e+17,258.827404,57.65878267,17.84342,15.91911,15.0396,14.58432,14.25309,1336.0,301.0,3.0,61.0,355.0,51788.0,500.0,10.04123,9.301954,8.921101,8.836411,8.715984,86.6801,465.7703,1556.656,1019.839,2069.707,4.320036,4.013383,3.815048,3.80301,3.713191,19.79101,17.02157,17.83521,16.65349,16.16924,0.3917188,0.3530672,0.3530998,0.351632,0.3600039,0.02820208,GALAXY,1.9243099999999984,0.8795099999999998,0.45528000000000013,0.3312299999999997
1.24e+18,3.22e+17,181.9297934,-0.907184934,19.07873,17.75143,17.16846,16.85928,16.64563,756.0,301.0,1.0,442.0,286.0,51999.0,95.0,8.798611,8.144057,8.034362,9.064734,7.031052,26.37641,84.02188,169.4539,139.8992,189.1398,4.062938,3.910011,3.405569,3.812716,3.129106,21.55425,19.49726,20.06556,19.18677,18.82231,0.8536181,0.7668965,0.7575279,0.7824312,0.7035134,0.08199313,GALAXY,1.327300000000001,0.5829699999999995,0.30918000000000134,0.21364999999999768
1.24e+18,5.72e+17,166.1411905,1.734617583,19.21998,17.92706,17.27928,16.86308,16.59727,1462.0,301.0,2.0,272.0,508.0,52366.0,102.0,4.571535,3.789424,3.543163,3.617882,3.471634,22.14337,66.89823,175.7739,119.954,208.796,2.025506,1.870263,1.734118,1.755301,1.667738,20.29172,18.74895,19.06485,18.42814,17.89928,0.7240819,0.7363182,0.6987191,0.6888563,0.6729097,0.1021665,GALAXY,1.2929199999999987,0.6477800000000009,0.4161999999999999,0.2658099999999983
